,userId,recommendations
13,137,"[Row(movieId=8235, rating=4.733543395996094), Row(movieId=4495, rating=4.733543395996094), Row(movieId=4956, rating=4.724132061004639), Row(movieId=3379, rating=4.717597961425781), Row(movieId=2905, rating=4.677177429199219), Row(movieId=3037, rating=4.617251396179199), Row(movieId=2295, rating=4.616977691650391), Row(movieId=43376, rating=4.577915191650391), Row(movieId=27156, rating=4.5748443603515625), Row(movieId=6791, rating=4.56039571762085)]"
14,65,"[Row(movieId=60943, rating=4.835851192474365), Row(movieId=59018, rating=4.835851192474365), Row(movieId=47423, rating=4.727869510650635), Row(movieId=142020, rating=4.64782190322876), Row(movieId=130970, rating=4.64782190322876), Row(movieId=175431, rating=4.64782190322876), Row(movieId=104780, rating=4.64782190322876), Row(movieId=147300, rating=4.64782190322876), Row(movieId=147250, rating=4.64782190322876), Row(movieId=147330, rating=4.64782190322876)]"
15,458,"[Row(movieId=158872, rating=5.780145168304443), Row(movieId=30803, rating=5.6894025802612305), Row(movieId=42730, rating=5.584332466125488), Row(movieId=5867, rating=5.4730939865112305), Row(movieId=3846, rating=5.470861434936523), Row(movieId=2843, rating=5.4407196044921875), Row(movieId=4535, rating=5.402979850769043), Row(movieId=116897, rating=5.387358665466309), Row(movieId=3086, rating=5.366888523101807), Row(movieId=104879, rating=5.36357307434082)]"
16,481,"[Row(movieId=5034, rating=4.528903007507324), Row(movieId=1354, rating=4.481540203094482), Row(movieId=1172, rating=4.410728931427002), Row(movieId=1014, rating=4.382082939147949), Row(movieId=102217, rating=4.369839668273926), Row(movieId=3037, rating=4.352839469909668), Row(movieId=1212, rating=4.328827381134033), Row(movieId=134853, rating=4.327493667602539), Row(movieId=26133, rating=4.323812961578369), Row(movieId=306, rating=4.278181076049805)]"
17,53,"[Row(movieId=6818, rating=6.581528186798096), Row(movieId=3379, rating=6.5652008056640625), Row(movieId=48342, rating=6.4825439453125), Row(movieId=7122, rating=6.4825439453125), Row(movieId=3429, rating=6.386927604675293), Row(movieId=59141, rating=6.34641170501709), Row(movieId=720, rating=6.335386276245117), Row(movieId=26326, rating=6.284765720367432), Row(movieId=25947, rating=6.284765720367432), Row(movieId=25771, rating=6.284016132354736)]"
18,255,"[Row(movieId=6732, rating=5.116410732269287), Row(movieId=3525, rating=5.028138637542725), Row(movieId=2491, rating=4.990457057952881), Row(movieId=6818, rating=4.866783142089844), Row(movieId=1194, rating=4.824132442474365), Row(movieId=2327, rating=4.6695556640625), Row(movieId=2709, rating=4.647162914276123), Row(movieId=25771, rating=4.622303485870361), Row(movieId=3283, rating=4.505634307861328), Row(movieId=148881, rating=4.476593971252441)]"
19,588,"[Row(movieId=5915, rating=4.68332052230835), Row(movieId=55276, rating=4.623052597045898), Row(movieId=6192, rating=4.534306526184082), Row(movieId=720, rating=4.522943496704102), Row(movieId=3814, rating=4.522214889526367), Row(movieId=5490, rating=4.511030673980713), Row(movieId=132333, rating=4.511030673980713), Row(movieId=5690, rating=4.493760108947754), Row(movieId=3341, rating=4.4876322746276855), Row(movieId=1251, rating=4.480755805969238)]"
20,472,"[Row(movieId=306, rating=5.308156967163086), Row(movieId=7842, rating=5.2666473388671875), Row(movieId=138966, rating=5.240711212158203), Row(movieId=7071, rating=5.240711212158203), Row(movieId=74226, rating=5.240711212158203), Row(movieId=117531, rating=5.240711212158203), Row(movieId=179135, rating=5.240711212158203), Row(movieId=26073, rating=5.240711212158203), Row(movieId=134796, rating=5.240711212158203), Row(movieId=86237, rating=5.240711212158203)]"
21,133,"[Row(movieId=26326, rating=3.971764087677002), Row(movieId=25947, rating=3.971764087677002), Row(movieId=4642, rating=3.84375), Row(movieId=26258, rating=3.823712110519409), Row(movieId=44761, rating=3.799633264541626), Row(movieId=720, rating=3.7961463928222656), Row(movieId=26471, rating=3.7871768474578857), Row(movieId=3983, rating=3.7608540058135986), Row(movieId=26528, rating=3.7550079822540283), Row(movieId=3083, rating=3.7084574699401855)]"
22,296,"[Row(movieId=6192, rating=5.714282035827637), Row(movieId=28, rating=5.642636299133301), Row(movieId=3910, rating=5.6030683517456055), Row(movieId=720, rating=5.561365127563477), Row(movieId=3925, rating=5.499810695648193), Row(movieId=2303, rating=5.477688789367676), Row(movieId=92475, rating=5.461312770843506), Row(movieId=3415, rating=5.461312770843506), Row(movieId=2935, rating=5.459149360656738), Row(movieId=26258, rating=5.422154426574707)]"
23,322,"[Row(movieId=3379, rating=4.3398847579956055), Row(movieId=5915, rating=4.278559684753418), Row(movieId=945, rating=4.2717108726501465), Row(movieId=720, rating=4.2114667892456055), Row(movieId=27156, rating=4.192146301269531), Row(movieId=1283, rating=4.165375709533691), Row(movieId=65642, rating=4.1446332931518555), Row(movieId=3200, rating=4.14176607131958), Row(movieId=132333, rating=4.132928848266602), Row(movieId=5490, rating=4.132928848266602)]"
24,513,"[Row(movieId=720, rating=4.9014363288879395), Row(movieId=5915, rating=4.779415130615234), Row(movieId=26258, rating=4.648281097412109), Row(movieId=7008, rating=4.622550964355469), Row(movieId=132333, rating=4.6168212890625), Row(movieId=5490, rating=4.6168212890625), Row(movieId=3814, rating=4.60879373550415), Row(movieId=3379, rating=4.596246719360352), Row(movieId=27156, rating=4.566085338592529), Row(movieId=1148, rating=4.5647664070129395)]"
25,78,"[Row(movieId=7842, rating=4.890613079071045), Row(movieId=3451, rating=4.69293212890625), Row(movieId=31878, rating=4.67766809463501), Row(movieId=3925, rating=4.664245128631592), Row(movieId=2398, rating=4.654561519622803), Row(movieId=3022, rating=4.647103309631348), Row(movieId=88448, rating=4.581124305725098), Row(movieId=94810, rating=4.581124305725098), Row(movieId=2867, rating=4.524641513824463), Row(movieId=3036, rating=4.495439529418945)]"
26,321,"[Row(movieId=7842, rating=5.144931793212891), Row(movieId=51931, rating=4.649651050567627), Row(movieId=67618, rating=4.610896587371826), Row(movieId=6732, rating=4.592350959777832), Row(movieId=3429, rating=4.579004764556885), Row(movieId=3086, rating=4.569878101348877), Row(movieId=48342, rating=4.569003105163574), Row(movieId=7122, rating=4.569003105163574), Row(movieId=26528, rating=4.557875156402588), Row(movieId=2423, rating=4.478887557983398)]"
27,362,"[Row(movieId=3379, rating=5.301429748535156), Row(movieId=4956, rating=5.149784088134766), Row(movieId=171495, rating=5.143270015716553), Row(movieId=6666, rating=5.073244094848633), Row(movieId=6442, rating=5.055321216583252), Row(movieId=2905, rating=5.055205821990967), Row(movieId=26810, rating=5.001398086547852), Row(movieId=27397, rating=4.998299598693848), Row(movieId=1217, rating=4.989104270935059), Row(movieId=40412, rating=4.98892068862915)]"
28,593,"[Row(movieId=25850, rating=4.638710021972656), Row(movieId=7008, rating=4.537318229675293), Row(movieId=971, rating=4.507779121398926), Row(movieId=951, rating=4.475168228149414), Row(movieId=1250, rating=4.461558818817139), Row(movieId=898, rating=4.442298889160156), Row(movieId=4406, rating=4.406785488128662), Row(movieId=2583, rating=4.395864963531494), Row(movieId=3037, rating=4.389636993408203), Row(movieId=31522, rating=4.383073329925537)]"
29,375,"[Row(movieId=720, rating=5.936077117919922), Row(movieId=51931, rating=5.7837629318237305), Row(movieId=3814, rating=5.758939266204834), Row(movieId=26528, rating=5.710579872131348), Row(movieId=3083, rating=5.692531108856201), Row(movieId=3213, rating=5.667399883270264), Row(movieId=4642, rating=5.565999507904053), Row(movieId=3404, rating=5.563615322113037), Row(movieId=26326, rating=5.557339191436768), Row(movieId=25947, rating=5.557339191436768)]"
30,597,"[Row(movieId=27563, rating=5.532383918762207), Row(movieId=26326, rating=5.310986042022705), Row(movieId=25947, rating=5.310986042022705), Row(movieId=2936, rating=5.282564163208008), Row(movieId=4642, rating=5.230220317840576), Row(movieId=3201, rating=5.207574844360352), Row(movieId=1283, rating=5.201163291931152), Row(movieId=2202, rating=5.1915154457092285), Row(movieId=945, rating=5.191390037536621), Row(movieId=6442, rating=5.182350158691406)]"
31,155,"[Row(movieId=4256, rating=5.388622283935547), Row(movieId=7121, rating=5.338173866271973), Row(movieId=5034, rating=5.266598701477051), Row(movieId=67618, rating=5.229942321777344), Row(movieId=74226, rating=5.193161964416504), Row(movieId=117531, rating=5.193161964416504), Row(movieId=179135, rating=5.193161964416504), Row(movieId=7071, rating=5.193161964416504), Row(movieId=138966, rating=5.193161964416504), Row(movieId=26073, rating=5.193161964416504)]"
32,108,"[Row(movieId=720, rating=5.657891273498535), Row(movieId=1046, rating=5.6523823738098145), Row(movieId=26326, rating=5.634031772613525), Row(movieId=25947, rating=5.634031772613525), Row(movieId=26258, rating=5.4986114501953125), Row(movieId=8580, rating=5.433828830718994), Row(movieId=27563, rating=5.4179863929748535), Row(movieId=3083, rating=5.417952537536621), Row(movieId=3814, rating=5.400556564331055), Row(movieId=8261, rating=5.388790130615234)]"
33,530,"[Row(movieId=1046, rating=4.936684608459473), Row(movieId=5867, rating=4.852494239807129), Row(movieId=42730, rating=4.83763313293457), Row(movieId=32892, rating=4.806991100311279), Row(movieId=7669, rating=4.778548717498779), Row(movieId=905, rating=4.7650299072265625), Row(movieId=30803, rating=4.739017009735107), Row(movieId=82, rating=4.729663372039795), Row(movieId=55363, rating=4.718515396118164), Row(movieId=7767, rating=4.672793388366699)]"
34,211,"[Row(movieId=7842, rating=5.036855220794678), Row(movieId=3086, rating=4.928561210632324), Row(movieId=7669, rating=4.927062511444092), Row(movieId=26528, rating=4.8356828689575195), Row(movieId=1172, rating=4.759649753570557), Row(movieId=1046, rating=4.72944450378418), Row(movieId=98491, rating=4.71021842956543), Row(movieId=945, rating=4.706121921539307), Row(movieId=67618, rating=4.67759370803833), Row(movieId=8580, rating=4.67573356628418)]"
35,193,"[Row(movieId=89904, rating=5.0182623863220215), Row(movieId=4956, rating=4.990444183349609), Row(movieId=7587, rating=4.961367607116699), Row(movieId=4495, rating=4.901980876922607), Row(movieId=8235, rating=4.901980876922607), Row(movieId=4450, rating=4.899031639099121), Row(movieId=3022, rating=4.884514808654785), Row(movieId=3096, rating=4.874525547027588), Row(movieId=26116, rating=4.8097639083862305), Row(movieId=6591, rating=4.806927680969238)]"
36,34,"[Row(movieId=8477, rating=5.691256523132324), Row(movieId=25771, rating=5.642337322235107), Row(movieId=26865, rating=5.641507148742676), Row(movieId=6818, rating=5.558338165283203), Row(movieId=183897, rating=5.556850433349609), Row(movieId=4821, rating=5.477880477905273), Row(movieId=1194, rating=5.313928127288818), Row(movieId=148881, rating=5.290491580963135), Row(movieId=40491, rating=5.290491580963135), Row(movieId=5650, rating=5.257500171661377)]"
37,368,"[Row(movieId=7767, rating=4.126187324523926), Row(movieId=5915, rating=4.104316711425781), Row(movieId=7008, rating=4.035094261169434), Row(movieId=177593, rating=3.9392218589782715), Row(movieId=6192, rating=3.939116954803467), Row(movieId=3379, rating=3.9292125701904297), Row(movieId=30803, rating=3.914450168609619), Row(movieId=599, rating=3.902651786804199), Row(movieId=2905, rating=3.902326822280884), Row(movieId=665, rating=3.888432025909424)]"
38,101,"[Row(movieId=3379, rating=5.0583696365356445), Row(movieId=306, rating=5.029325485229492), Row(movieId=170705, rating=4.970755577087402), Row(movieId=6442, rating=4.939635753631592), Row(movieId=158966, rating=4.914545059204102), Row(movieId=65642, rating=4.907317638397217), Row(movieId=6666, rating=4.8962507247924805), Row(movieId=27156, rating=4.889704704284668), Row(movieId=3836, rating=4.889334201812744), Row(movieId=126430, rating=4.889138221740723)]"
39,115,"[Row(movieId=5490, rating=5.484914302825928), Row(movieId=132333, rating=5.484914302825928), Row(movieId=92643, rating=5.436016082763672), Row(movieId=7008, rating=5.4157185554504395), Row(movieId=66943, rating=5.412326812744141), Row(movieId=5915, rating=5.408703804016113), Row(movieId=1262, rating=5.373092174530029), Row(movieId=1250, rating=5.35214900970459), Row(movieId=945, rating=5.337858200073242), Row(movieId=33649, rating=5.326307773590088)]"
40,126,"[Row(movieId=82, rating=5.629361152648926), Row(movieId=2563, rating=5.277989387512207), Row(movieId=7669, rating=5.059080123901367), Row(movieId=3404, rating=5.014121055603027), Row(movieId=720, rating=4.914896488189697), Row(movieId=2151, rating=4.884888172149658), Row(movieId=3086, rating=4.779073715209961), Row(movieId=3814, rating=4.702711582183838), Row(movieId=2436, rating=4.688807964324951), Row(movieId=2565, rating=4.664132595062256)]"
41,81,"[Row(movieId=1218, rating=4.460320472717285), Row(movieId=2693, rating=4.298653602600098), Row(movieId=969, rating=4.2836785316467285), Row(movieId=96004, rating=4.2468671798706055), Row(movieId=158966, rating=4.1975789070129395), Row(movieId=928, rating=4.191603660583496), Row(movieId=3379, rating=4.185446739196777), Row(movieId=8235, rating=4.123803615570068), Row(movieId=4495, rating=4.123803615570068), Row(movieId=951, rating=4.11795711517334)]"
42,385,"[Row(movieId=3379, rating=4.646326065063477), Row(movieId=27156, rating=4.550478935241699), Row(movieId=6818, rating=4.50786828994751), Row(movieId=25771, rating=4.4821367263793945), Row(movieId=8477, rating=4.443892478942871), Row(movieId=5915, rating=4.392853736877441), Row(movieId=65642, rating=4.356278896331787), Row(movieId=171495, rating=4.349976062774658), Row(movieId=88448, rating=4.333580493927002), Row(movieId=94810, rating=4.333580493927002)]"
43,210,"[Row(movieId=6380, rating=5.482062339782715), Row(movieId=7121, rating=5.468336582183838), Row(movieId=67618, rating=5.426732063293457), Row(movieId=98491, rating=5.424154758453369), Row(movieId=945, rating=5.378238677978516), Row(movieId=33649, rating=5.288458824157715), Row(movieId=89904, rating=5.278313636779785), Row(movieId=102217, rating=5.237288951873779), Row(movieId=171495, rating=5.203638076782227), Row(movieId=3086, rating=5.1834611892700195)]"
44,183,"[Row(movieId=82, rating=5.301011562347412), Row(movieId=2563, rating=5.279989242553711), Row(movieId=720, rating=5.175103664398193), Row(movieId=5915, rating=4.9237236976623535), Row(movieId=3814, rating=4.893032550811768), Row(movieId=2303, rating=4.890355587005615), Row(movieId=26258, rating=4.823889255523682), Row(movieId=928, rating=4.819759845733643), Row(movieId=30803, rating=4.813281059265137), Row(movieId=1957, rating=4.8122406005859375)]"
45,436,"[Row(movieId=26326, rating=4.632234573364258), Row(movieId=25947, rating=4.632234573364258), Row(movieId=720, rating=4.632071018218994), Row(movieId=26258, rating=4.560929298400879), Row(movieId=82, rating=4.536288738250732), Row(movieId=2303, rating=4.511146068572998), Row(movieId=1046, rating=4.496790885925293), Row(movieId=3814, rating=4.461666107177734), Row(movieId=2563, rating=4.437293529510498), Row(movieId=8261, rating=4.278684139251709)]"
46,28,"[Row(movieId=60943, rating=4.372687816619873), Row(movieId=59018, rating=4.372687816619873), Row(movieId=7841, rating=4.112711429595947), Row(movieId=7842, rating=4.060800075531006), Row(movieId=32892, rating=4.050389289855957), Row(movieId=53123, rating=3.9887142181396484), Row(movieId=6713, rating=3.9867143630981445), Row(movieId=147300, rating=3.9749064445495605), Row(movieId=142020, rating=3.9749064445495605), Row(movieId=126430, rating=3.9749064445495605)]"
47,596,"[Row(movieId=33649, rating=4.828179359436035), Row(movieId=3379, rating=4.672426223754883), Row(movieId=171495, rating=4.5682830810546875), Row(movieId=7121, rating=4.563502788543701), Row(movieId=945, rating=4.55045223236084), Row(movieId=6666, rating=4.529281139373779), Row(movieId=4495, rating=4.525025367736816), Row(movieId=8235, rating=4.525025367736816), Row(movieId=102217, rating=4.523744583129883), Row(movieId=3653, rating=4.463313102722168)]"
48,497,"[Row(movieId=6818, rating=5.879664897918701), Row(movieId=8477, rating=5.672497749328613), Row(movieId=148881, rating=5.564283847808838), Row(movieId=40491, rating=5.564283847808838), Row(movieId=99764, rating=5.312060356140137), Row(movieId=3266, rating=5.211382865905762), Row(movieId=25771, rating=5.147671699523926), Row(movieId=58301, rating=5.014716625213623), Row(movieId=156605, rating=5.007855415344238), Row(movieId=71899, rating=4.922367572784424)]"
49,300,"[Row(movieId=3379, rating=5.351339340209961), Row(movieId=27156, rating=5.297726631164551), Row(movieId=3030, rating=5.047135829925537), Row(movieId=1248, rating=5.015039920806885), Row(movieId=65642, rating=5.001333236694336), Row(movieId=3037, rating=4.988517761230469), Row(movieId=5747, rating=4.9867634773254395), Row(movieId=27773, rating=4.938055992126465), Row(movieId=89759, rating=4.927915096282959), Row(movieId=2905, rating=4.9004597663879395)]"
50,412,"[Row(movieId=7008, rating=5.305213928222656), Row(movieId=1250, rating=5.234285831451416), Row(movieId=5915, rating=5.073800086975098), Row(movieId=5490, rating=5.021182537078857), Row(movieId=132333, rating=5.021182537078857), Row(movieId=25825, rating=5.01676082611084), Row(movieId=7700, rating=5.000947952270508), Row(movieId=2131, rating=4.99589729309082), Row(movieId=1212, rating=4.993183135986328), Row(movieId=2511, rating=4.969217300415039)]"
51,406,"[Row(movieId=86320, rating=6.183773040771484), Row(movieId=32892, rating=5.797821998596191), Row(movieId=2676, rating=5.422509670257568), Row(movieId=45503, rating=5.27296257019043), Row(movieId=7018, rating=5.209362506866455), Row(movieId=4535, rating=5.142014503479004), Row(movieId=42730, rating=5.084548473358154), Row(movieId=1727, rating=4.947328090667725), Row(movieId=60943, rating=4.918313503265381), Row(movieId=59018, rating=4.918313503265381)]"
52,587,"[Row(movieId=82, rating=5.527424335479736), Row(movieId=2563, rating=5.506814002990723), Row(movieId=7669, rating=5.488507270812988), Row(movieId=3086, rating=5.355396747589111), Row(movieId=3814, rating=5.315663814544678), Row(movieId=720, rating=5.287123203277588), Row(movieId=51931, rating=5.25521183013916), Row(movieId=26528, rating=5.235301494598389), Row(movieId=1172, rating=5.18020486831665), Row(movieId=1046, rating=5.1537652015686035)]"
53,76,"[Row(movieId=3503, rating=4.917071342468262), Row(movieId=3265, rating=4.68674373626709), Row(movieId=5292, rating=4.550666809082031), Row(movieId=67695, rating=4.4929399490356445), Row(movieId=81535, rating=4.432889461517334), Row(movieId=72129, rating=4.432889461517334), Row(movieId=7841, rating=4.422457218170166), Row(movieId=26810, rating=4.380862236022949), Row(movieId=27397, rating=4.345277786254883), Row(movieId=158966, rating=4.331933498382568)]"
54,501,"[Row(movieId=6818, rating=4.433143138885498), Row(movieId=599, rating=4.276378154754639), Row(movieId=2423, rating=4.198085308074951), Row(movieId=2282, rating=4.190266132354736), Row(movieId=25771, rating=4.18869161605835), Row(movieId=28, rating=4.17779016494751), Row(movieId=2563, rating=4.1521406173706055), Row(movieId=4941, rating=4.1478495597839355), Row(movieId=47997, rating=4.133861064910889), Row(movieId=2303, rating=4.108845233917236)]"
55,332,"[Row(movieId=3379, rating=4.576949119567871), Row(movieId=8235, rating=4.513906955718994), Row(movieId=4495, rating=4.513906955718994), Row(movieId=945, rating=4.476747512817383), Row(movieId=3022, rating=4.475825786590576), Row(movieId=5915, rating=4.474823951721191), Row(movieId=43376, rating=4.471998691558838), Row(movieId=1046, rating=4.432794094085693), Row(movieId=7121, rating=4.432127952575684), Row(movieId=2905, rating=4.42566442489624)]"
56,26,"[Row(movieId=4495, rating=4.256777286529541), Row(movieId=8235, rating=4.256777286529541), Row(movieId=171495, rating=4.241456508636475), Row(movieId=7121, rating=4.240141868591309), Row(movieId=134796, rating=4.2398247718811035), Row(movieId=26073, rating=4.2398247718811035), Row(movieId=7071, rating=4.2398247718811035), Row(movieId=117531, rating=4.2398247718811035), Row(movieId=179135, rating=4.2398247718811035), Row(movieId=74226, rating=4.2398247718811035)]"
57,27,"[Row(movieId=7842, rating=5.094461441040039), Row(movieId=7669, rating=4.899384498596191), Row(movieId=2436, rating=4.786680698394775), Row(movieId=3494, rating=4.785978317260742), Row(movieId=3086, rating=4.740851879119873), Row(movieId=3451, rating=4.725539207458496), Row(movieId=26471, rating=4.671172142028809), Row(movieId=6466, rating=4.651075839996338), Row(movieId=2151, rating=4.597251892089844), Row(movieId=26528, rating=4.593624114990234)]"
58,577,"[Row(movieId=5915, rating=4.6456193923950195), Row(movieId=7767, rating=4.638313293457031), Row(movieId=177593, rating=4.5427327156066895), Row(movieId=7008, rating=4.522764205932617), Row(movieId=3153, rating=4.5085320472717285), Row(movieId=30803, rating=4.461499214172363), Row(movieId=306, rating=4.453678131103516), Row(movieId=599, rating=4.450888156890869), Row(movieId=3925, rating=4.430086135864258), Row(movieId=932, rating=4.425251483917236)]"
59,384,"[Row(movieId=7121, rating=4.863275051116943), Row(movieId=6380, rating=4.836633682250977), Row(movieId=1046, rating=4.781389236450195), Row(movieId=89904, rating=4.731812000274658), Row(movieId=77846, rating=4.726599216461182), Row(movieId=25906, rating=4.726599216461182), Row(movieId=93008, rating=4.726599216461182), Row(movieId=161582, rating=4.659160137176514), Row(movieId=97304, rating=4.629714012145996), Row(movieId=32892, rating=4.626456260681152)]"
60,271,"[Row(movieId=6818, rating=4.594917297363281), Row(movieId=3379, rating=4.539071083068848), Row(movieId=25771, rating=4.455530643463135), Row(movieId=8477, rating=4.402795314788818), Row(movieId=96004, rating=4.299732685089111), Row(movieId=27156, rating=4.299132823944092), Row(movieId=100714, rating=4.274202346801758), Row(movieId=6370, rating=4.145936965942383), Row(movieId=3910, rating=4.133866786956787), Row(movieId=3429, rating=4.11491584777832)]"
61,192,"[Row(movieId=7842, rating=5.8738322257995605), Row(movieId=3086, rating=5.488680362701416), Row(movieId=7669, rating=5.405166149139404), Row(movieId=69524, rating=5.232656955718994), Row(movieId=26528, rating=5.182330131530762), Row(movieId=67618, rating=5.094119548797607), Row(movieId=51931, rating=5.092788219451904), Row(movieId=6732, rating=5.089659690856934), Row(movieId=1281, rating=5.081274032592773), Row(movieId=1172, rating=5.04975700378418)]"
62,44,"[Row(movieId=8796, rating=5.367348670959473), Row(movieId=5222, rating=5.331524848937988), Row(movieId=1594, rating=5.255786418914795), Row(movieId=2275, rating=5.2386393547058105), Row(movieId=306, rating=5.185573101043701), Row(movieId=3201, rating=5.158292293548584), Row(movieId=3224, rating=5.131388187408447), Row(movieId=3083, rating=5.1310625076293945), Row(movieId=4334, rating=5.123140335083008), Row(movieId=2936, rating=5.103946208953857)]"
